timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687533411812,336,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC$&defaultLists=false,401,Unauthorized,PokeApi - setUp 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[401]]]

****** comparison: [[[200]]]

/",1682,367,1,1,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC$&defaultLists=false,336,0,168
1687533526608,286,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC$&defaultLists=false,401,Unauthorized,PokeApi - setUp 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[401]]]

****** comparison: [[[200]]]

/",1682,367,1,1,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC$&defaultLists=false,286,0,105
1687534082498,530,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,200,OK,TrelloApi - run 1-1,text,true,,3731,366,3,3,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,530,0,156
1687534083069,0,/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 39: https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,TrelloApi - run 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/",1257,0,3,3,https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,0,0,0
1687534082498,591,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,200,OK,TrelloApi - run 1-2,text,true,,3731,366,3,3,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,591,0,164
1687534083090,0,/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 39: https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,TrelloApi - run 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/",1257,0,3,3,https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,0,0,0
1687534082497,621,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,200,OK,TrelloApi - run 1-3,text,true,,3731,366,3,3,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,621,0,162
1687534083119,0,/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 39: https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,TrelloApi - run 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/",1257,0,3,3,https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,0,0,0
1687534083128,376,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,200,OK,TrelloApi - run 1-3,text,true,,3731,366,3,3,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,375,0,0
1687534083504,0,/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 39: https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,TrelloApi - run 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.URISyntaxException]]]

****** comparison: [[[200                                                ]]]

/",1257,0,3,3,https://api.trello.com/1/boards/?name=${boardUrl}&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC,0,0,0
1687534083080,440,/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,200,OK,TrelloApi - run 1-1,text,true,,3731,366,3,3,https://api.trello.com/1/boards/?name=Jotameter&key=d12808f16cfc12e8c082090305a55e1c&token=ATTA97b6e8a4eba72e7a9cda33f9e9116bf83b13cc0ae9ad49559078aa8229c559752C8324DC&defaultLists=false,440,0,0
